gene_id,gene_full_id,mean_log,var_log,detected_cells,detected_fraction,original_index,acute_vs_control_log_delta,p53DN_vs_p53WT_log_delta,candidate_score,gene_symbol,biotype,description,seq_region_name
ENSG00000146648,ENSG00000146648.17,0.43478733,0.061682392,8338,0.9062058471905228,8427,-0.0676029,-0.010026783,0.077630684,EGFR,protein_coding,epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236],7
ENSG00000125356,ENSG00000125356.6,1.3876536,0.0775841,9201,1.0,5136,-0.00023376942,0.07739544,0.07763021,NDUFA1,protein_coding,NADH:ubiquinone oxidoreductase subunit A1 [Source:HGNC Symbol;Acc:HGNC:7683],X
ENSG00000155959,ENSG00000155959.10,0.5620166,0.075383835,8797,0.956091729159874,20571,-0.022407115,0.055215657,0.07762377,VBP1,protein_coding,VHL binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12662],X
ENSG00000163466,ENSG00000163466.15,2.3251953,0.06690616,9201,1.0,18446,-0.04892683,-0.028669834,0.07759766,ARPC2,protein_coding,actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705],2
ENSG00000156110,ENSG00000156110.13,0.70754343,0.07172212,9055,0.9841321595478753,18172,-0.028113484,0.049344957,0.07745944,ADK,protein_coding,adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257],10
ENSG00000106591,ENSG00000106591.3,0.715792,0.072195776,9071,0.985871100967286,3756,-0.06265694,0.014799178,0.077457115,MRPL32,protein_coding,mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035],7
ENSG00000106245,ENSG00000106245.10,0.586474,0.06628098,8897,0.9669601130311922,16083,-0.024139583,0.05327159,0.07741217,BUD31,protein_coding,BUD31 spliceosome associated protein [Source:HGNC Symbol;Acc:HGNC:29629],7
ENSG00000127838,ENSG00000127838.13,0.48885816,0.061990842,8648,0.9398978371916096,12880,0.07374224,-0.0035617054,0.077304944,PNKD,protein_coding,PNKD metallo-beta-lactamase domain containing [Source:HGNC Symbol;Acc:HGNC:9153],2
ENSG00000224081,ENSG00000224081.8,0.38632005,0.0654989,7832,0.851211824801652,36673,-0.050800264,-0.026076764,0.076878026,SLC44A3-AS1,transcribed_processed_pseudogene,SLC44A3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49057],1
ENSG00000178585,ENSG00000178585.14,0.5569283,0.06912627,8765,0.952613846321052,5610,0.047596633,-0.029240787,0.07683842,CTNNBIP1,protein_coding,catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913],1
ENSG00000111639,ENSG00000111639.7,1.5876051,0.0647939,9199,0.9997826323225736,7702,0.008904338,0.067905545,0.07681088,MRPL51,protein_coding,mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:HGNC:14044],12
ENSG00000184182,ENSG00000184182.18,0.6414823,0.07206493,8930,0.9705466797087272,14196,0.058997095,-0.017753601,0.076751694,UBE2F,protein_coding,ubiquitin conjugating enzyme E2 F (putative) [Source:HGNC Symbol;Acc:HGNC:12480],2
ENSG00000143420,ENSG00000143420.18,0.9519839,0.06873522,9174,0.997065536354744,7772,0.060088396,0.01659441,0.076683804,ENSA,protein_coding,endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360],1
ENSG00000147010,ENSG00000147010.17,0.63104457,0.10826119,8726,0.948375176611238,11754,-0.05870408,0.017785847,0.076490924,SH3KBP1,protein_coding,SH3 domain containing kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867],X
ENSG00000089327,ENSG00000089327.14,1.0780519,0.12506849,9153,0.9947831757417672,6517,-0.012056112,0.06439483,0.07645194,FXYD5,protein_coding,FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:HGNC:4029],19
ENSG00000122140,ENSG00000122140.10,0.84084296,0.07747636,9115,0.9906531898706662,8887,-0.07509929,0.0013398528,0.07644014,MRPS2,protein_coding,mitochondrial ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:14495],9
ENSG00000144224,ENSG00000144224.16,0.7435389,0.07820472,9070,0.9857624171285728,6637,0.05222094,-0.024188757,0.076410696,UBXN4,protein_coding,UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860],2
ENSG00000047410,ENSG00000047410.13,0.7611944,0.07986106,9074,0.9861971524834258,4410,-0.022399724,0.053886533,0.076287255,TPR,protein_coding,"translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]",1
ENSG00000166337,ENSG00000166337.9,0.45810094,0.06183942,8379,0.9106618845777632,21741,0.051498145,0.024777114,0.07627626,TAF10,protein_coding,TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543],11
ENSG00000160075,ENSG00000160075.11,1.2252994,0.069697894,9192,0.9990218454515812,14088,-0.008725762,0.06753242,0.07625918,SSU72,protein_coding,"SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]",1
ENSG00000243927,ENSG00000243927.5,0.49260244,0.064927764,8627,0.9376154765786328,22577,-0.02631551,0.049923837,0.076240346,MRPS6,protein_coding,mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051],21
ENSG00000103121,ENSG00000103121.8,0.5213115,0.068581566,8606,0.935333115965656,17906,-0.007869899,0.06831908,0.07618998,CMC2,protein_coding,C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447],16
ENSG00000149100,ENSG00000149100.12,0.679747,0.07269533,8993,0.977393761547658,17033,-0.043361783,-0.03270775,0.07607053,EIF3M,protein_coding,eukaryotic translation initiation factor 3 subunit M [Source:HGNC Symbol;Acc:HGNC:24460],11
ENSG00000114439,ENSG00000114439.18,0.505242,0.062210415,8698,0.9453320291272688,22495,0.057389975,0.018640757,0.07603173,BBX,protein_coding,BBX high mobility group box domain containing [Source:HGNC Symbol;Acc:HGNC:14422],3
ENSG00000116586,ENSG00000116586.11,1.0173608,0.06954922,9175,0.9971742201934573,9587,0.07190788,-0.0040529966,0.07596187,LAMTOR2,protein_coding,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]",1
ENSG00000163541,ENSG00000163541.11,0.8229283,0.09397284,9124,0.9916313444190848,21666,-0.04920131,0.026745498,0.075947806,SUCLG1,protein_coding,succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449],2
ENSG00000008282,ENSG00000008282.8,0.75852585,0.08646746,9090,0.9879360939028368,3001,-0.070382476,-0.005442202,0.07582568,SYPL1,protein_coding,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507],7
ENSG00000163479,ENSG00000163479.13,0.8910902,0.06692402,9170,0.9966308009998912,3277,0.049873233,0.025851369,0.0757256,SSR2,protein_coding,signal sequence receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:11324],1
ENSG00000072778,ENSG00000072778.19,0.67809147,0.07736763,9026,0.9809803282251928,21910,0.06845164,0.007144034,0.075596675,ACADVL,protein_coding,acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92],17
ENSG00000026508,ENSG00000026508.18,0.4645365,0.06412405,8499,0.9237039452233452,12937,-0.05106783,-0.024357945,0.07542677,CD44,protein_coding,CD44 molecule (IN blood group) [Source:HGNC Symbol;Acc:HGNC:1681],11
ENSG00000106268,ENSG00000106268.15,0.57449657,0.07151143,8738,0.949679382675796,10532,-0.010904789,0.064425886,0.07533167,NUDT1,protein_coding,nudix hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:8048],7
ENSG00000065000,ENSG00000065000.17,0.54701674,0.06047455,8853,0.9621780241278122,18234,-0.019334078,0.055995822,0.0753309,AP3D1,protein_coding,adaptor related protein complex 3 subunit delta 1 [Source:HGNC Symbol;Acc:HGNC:568],19
ENSG00000255302,ENSG00000255302.4,0.9526084,0.09223235,9177,0.9973915878708836,17228,0.055987835,-0.019334555,0.07532339,EID1,protein_coding,EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191],15
ENSG00000105669,ENSG00000105669.13,0.9359451,0.086664185,9172,0.9968481686773176,11478,0.013693929,0.06157106,0.07526599,COPE,protein_coding,coat protein complex I subunit epsilon [Source:HGNC Symbol;Acc:HGNC:2234],19
ENSG00000121022,ENSG00000121022.13,0.72012824,0.072611496,9041,0.9826105858058908,12659,-0.0020546913,0.073134005,0.075189695,COPS5,protein_coding,COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240],8
ENSG00000100906,ENSG00000100906.10,0.64756453,0.1167665,8847,0.9615259210955333,18055,0.061284482,0.013635397,0.07492088,NFKBIA,protein_coding,NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797],14
ENSG00000149196,ENSG00000149196.15,0.8897124,0.07210367,9142,0.9935876535159222,3256,0.02455318,0.050243378,0.074797556,HIKESHI,protein_coding,heat shock protein nuclear import factor hikeshi [Source:HGNC Symbol;Acc:HGNC:26938],11
ENSG00000091483,ENSG00000091483.6,0.3478443,0.061157815,7739,0.841104227801326,2043,-0.060004175,0.01473698,0.07474215,FH,protein_coding,fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700],1
ENSG00000198791,ENSG00000198791.11,0.4915131,0.061536618,8588,0.9333768068688186,21044,0.009797186,0.06483075,0.074628934,CNOT7,protein_coding,CCR4-NOT transcription complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:14101],8
ENSG00000184232,ENSG00000184232.8,0.40552413,0.062079933,8135,0.8841430279317466,11069,0.028371572,0.046108752,0.07448132,OAF,protein_coding,out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752],11
ENSG00000148908,ENSG00000148908.14,0.7801154,0.07844961,9061,0.9847842625801544,2433,0.04827833,-0.026144385,0.074423715,RGS10,protein_coding,regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992],10
ENSG00000130332,ENSG00000130332.14,1.3736913,0.06879607,9194,0.9992392131290078,15054,-0.05176711,0.02262652,0.07439463,LSM7,protein_coding,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]",19
ENSG00000140990,ENSG00000140990.14,1.6372284,0.06437978,9201,1.0,2701,0.0006417036,0.0737139,0.0743566,NDUFB10,protein_coding,NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696],16
ENSG00000107341,ENSG00000107341.4,0.6664917,0.076369256,8928,0.9703293120313008,22134,-0.0027214289,0.07152051,0.074242935,UBE2R2,protein_coding,ubiquitin conjugating enzyme E2 R2 [Source:HGNC Symbol;Acc:HGNC:19907],9
ENSG00000143543,ENSG00000143543.14,1.420524,0.078384414,9194,0.9992392131290078,7290,0.0057896376,0.068448186,0.07423882,JTB,protein_coding,jumping translocation breakpoint [Source:HGNC Symbol;Acc:HGNC:6201],1
ENSG00000147853,ENSG00000147853.16,0.5920671,0.06584715,8913,0.9686990544506032,11952,0.036925554,0.037219107,0.07414566,AK3,protein_coding,adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376],9
ENSG00000162496,ENSG00000162496.8,0.5405316,0.08812293,8594,0.9340289099010975,19910,0.030050874,0.043935895,0.07398777,DHRS3,protein_coding,dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693],1
ENSG00000118939,ENSG00000118939.17,0.67274266,0.06712146,8970,0.9748940332572548,21612,0.007877529,0.066039264,0.07391779,UCHL3,protein_coding,ubiquitin C-terminal hydrolase L3 [Source:HGNC Symbol;Acc:HGNC:12515],13
ENSG00000106028,ENSG00000106028.10,0.86376595,0.12042968,9111,0.9902184545158136,7449,-0.024831474,-0.049041748,0.07387422,SSBP1,protein_coding,single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317],7
ENSG00000116473,ENSG00000116473.14,0.54533416,0.062015686,8786,0.9548962069340288,9510,0.0013068914,0.07255679,0.07386468,RAP1A,protein_coding,"RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]",1
ENSG00000168374,ENSG00000168374.10,0.57117367,0.09326525,8796,0.9559830453211609,15630,0.0019755363,0.0718385,0.07381503,ARF4,protein_coding,ARF GTPase 4 [Source:HGNC Symbol;Acc:HGNC:655],3
ENSG00000167522,ENSG00000167522.15,0.9110081,0.099529505,9132,0.9925008151287904,14858,-0.044730663,0.02906084,0.0737925,ANKRD11,protein_coding,ankyrin repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21316],16
ENSG00000075785,ENSG00000075785.12,0.7477243,0.08536976,9083,0.9871753070318444,21456,-0.0070964694,0.06654596,0.07364343,RAB7A,protein_coding,"RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]",3
ENSG00000163170,ENSG00000163170.11,1.6120107,0.08269048,9188,0.9985871100967286,17994,-0.06722844,-0.0063815117,0.07361095,BOLA3,protein_coding,bolA family member 3 [Source:HGNC Symbol;Acc:HGNC:24415],2
ENSG00000176171,ENSG00000176171.11,0.69330555,0.072594695,9038,0.9822845342897512,20399,0.02924329,-0.0442217,0.07346599,BNIP3,protein_coding,BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084],10
ENSG00000102103,ENSG00000102103.15,0.67588234,0.0682115,9034,0.9818497989348984,17498,-0.040002882,0.033419967,0.07342385,PQBP1,protein_coding,polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330],X
ENSG00000067704,ENSG00000067704.9,0.7947094,0.068223335,9115,0.9906531898706662,12924,-0.03385222,0.039420366,0.073273584,IARS2,protein_coding,"isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]",1
ENSG00000165609,ENSG00000165609.12,0.84771305,0.091491476,9122,0.9914139767416584,17790,-0.05925989,0.013812423,0.07307331,NUDT5,protein_coding,nudix hydrolase 5 [Source:HGNC Symbol;Acc:HGNC:8052],10
ENSG00000171314,ENSG00000171314.8,1.7880336,0.06839083,9201,1.0,22240,-0.06392038,0.008935809,0.072857186,PGAM1,protein_coding,phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888],10
ENSG00000102978,ENSG00000102978.12,0.3964783,0.060568,8078,0.877948049125095,10208,-0.012837648,0.059967518,0.072806165,POLR2C,protein_coding,RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189],16
ENSG00000164054,ENSG00000164054.15,0.61684585,0.07412734,8886,0.9657645908053472,15438,-0.005809188,0.06699085,0.07280104,SHISA5,protein_coding,shisa family member 5 [Source:HGNC Symbol;Acc:HGNC:30376],3
ENSG00000088247,ENSG00000088247.17,0.45708218,0.060194142,8433,0.9165308118682752,19169,-0.017934024,0.05484131,0.07277633,KHSRP,protein_coding,KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316],19
ENSG00000081154,ENSG00000081154.11,0.5912242,0.061784897,8913,0.9686990544506032,17270,-0.014310598,-0.0584206,0.072732195,PCNP,protein_coding,PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023],3
ENSG00000010438,ENSG00000010438.16,1.2307136,0.12188748,9169,0.996522117161178,21766,0.034159064,0.0385648,0.072724864,PRSS3,protein_coding,serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486],9
ENSG00000105355,ENSG00000105355.8,0.43457633,0.06283569,8369,0.9095750461906316,18333,0.040853173,0.0317761,0.07263027,PLIN3,protein_coding,perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893],19
ENSG00000139218,ENSG00000139218.17,0.6792897,0.06638211,9068,0.9855450494511466,6891,0.0010519624,0.07129598,0.07234894,SCAF11,protein_coding,SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784],12
ENSG00000047932,ENSG00000047932.13,0.5909238,0.072344564,8802,0.95663514835344,15585,-0.02161336,0.05073005,0.07234441,GOPC,protein_coding,golgi associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643],6
ENSG00000105568,ENSG00000105568.17,0.58907604,0.061524812,8910,0.9683730029344636,3364,-0.018151343,0.054163873,0.072316214,PPP2R1A,protein_coding,protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302],19
ENSG00000182944,ENSG00000182944.17,0.6172805,0.07037029,8952,0.9729377241604172,20584,-0.06417036,0.0080035925,0.07217495,EWSR1,protein_coding,EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508],22
ENSG00000072210,ENSG00000072210.18,0.541024,0.062648855,8787,0.955004890772742,4241,-0.06644821,-0.0057064295,0.07215564,ALDH3A2,protein_coding,aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403],17
ENSG00000111011,ENSG00000111011.17,0.67708594,0.07833441,9007,0.9789153352896424,9046,-0.008680522,0.06333965,0.07202117,RSRC2,protein_coding,arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559],12
ENSG00000051523,ENSG00000051523.10,0.86309165,0.10901154,9090,0.9879360939028368,13737,0.043853402,0.027952433,0.07180683,CYBA,protein_coding,cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577],16
ENSG00000178913,ENSG00000178913.7,0.4336735,0.0710366,8238,0.8953374633192044,12988,0.034819186,0.036918104,0.07173829,TAF7,protein_coding,TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541],5
ENSG00000115234,ENSG00000115234.10,0.5637607,0.06272021,8848,0.9616346049342462,15901,-0.015402973,0.056259394,0.071663365,SNX17,protein_coding,sorting nexin 17 [Source:HGNC Symbol;Acc:HGNC:14979],2
ENSG00000112667,ENSG00000112667.12,0.4723952,0.060634065,8554,0.9296815563525704,7961,0.04943472,-0.02221334,0.07164906,DNPH1,protein_coding,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:21218],6
ENSG00000069956,ENSG00000069956.11,0.54917276,0.06550567,8774,0.9535920008694708,18728,-0.030468404,0.04107213,0.07154153,MAPK6,protein_coding,mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879],15
ENSG00000137288,ENSG00000137288.9,0.64993924,0.07323847,8926,0.9701119443538746,19104,0.058701873,0.012807786,0.07151066,UQCC2,protein_coding,ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:21237],6
ENSG00000011426,ENSG00000011426.10,0.29834068,0.065559186,6648,0.7225301597652429,2441,-0.043227434,0.028255105,0.07148354,ANLN,protein_coding,"anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]",7
ENSG00000127314,ENSG00000127314.17,0.7458919,0.07146503,9086,0.987501358547984,3387,-0.003632903,0.06780386,0.07143776,RAP1B,protein_coding,"RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]",12
ENSG00000100290,ENSG00000100290.2,0.41004702,0.06221249,8115,0.8819693511574829,15560,-0.06620982,0.004913956,0.07112478,BIK,protein_coding,BCL2 interacting killer [Source:HGNC Symbol;Acc:HGNC:1051],22
ENSG00000181019,ENSG00000181019.12,0.87270576,0.10672111,9146,0.9940223888707748,2317,-0.057311296,-0.013689637,0.07100193,NQO1,protein_coding,NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874],16
ENSG00000049860,ENSG00000049860.13,0.5193571,0.06708079,8631,0.9380502119334856,3827,-0.027597547,0.043379277,0.07097782,HEXB,protein_coding,hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879],5
ENSG00000075415,ENSG00000075415.12,2.321413,0.06120267,9201,1.0,14549,0.02605915,-0.044867277,0.070927426,SLC25A3,protein_coding,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],12
ENSG00000171202,ENSG00000171202.6,0.60620844,0.066851124,8886,0.9657645908053472,6365,-0.018748403,0.052126586,0.07087599,TMEM126A,protein_coding,transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382],11
ENSG00000134186,ENSG00000134186.11,0.74046504,0.080208965,9085,0.9873926747092708,9324,-0.03919536,0.031672716,0.07086907,PRPF38B,protein_coding,pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512],1
ENSG00000091039,ENSG00000091039.16,0.62914443,0.069038294,8925,0.9700032605151614,8029,0.022195756,0.048558176,0.07075493,OSBPL8,protein_coding,oxysterol binding protein like 8 [Source:HGNC Symbol;Acc:HGNC:16396],12
ENSG00000155506,ENSG00000155506.16,0.8205228,0.081447184,9111,0.9902184545158136,6492,-0.050056994,0.02068603,0.07074402,LARP1,protein_coding,"La ribonucleoprotein 1, translational regulator [Source:HGNC Symbol;Acc:HGNC:29531]",5
ENSG00000119421,ENSG00000119421.6,1.1245676,0.08952172,9185,0.9982610585805892,17548,-0.03751397,-0.033177853,0.07069282,NDUFA8,protein_coding,NADH:ubiquinone oxidoreductase subunit A8 [Source:HGNC Symbol;Acc:HGNC:7692],9
ENSG00000142546,ENSG00000142546.13,0.4127579,0.070666485,8195,0.8906640582545375,19442,0.015657663,0.05502349,0.07068215,NOSIP,protein_coding,nitric oxide synthase interacting protein [Source:HGNC Symbol;Acc:HGNC:17946],19
ENSG00000110917,ENSG00000110917.7,0.9046465,0.072405934,9163,0.9958700141288992,6983,0.011310637,0.059336483,0.07064812,MLEC,protein_coding,malectin [Source:HGNC Symbol;Acc:HGNC:28973],12
ENSG00000048828,ENSG00000048828.16,0.7412562,0.06998081,9062,0.9848929464188676,15643,-0.040102422,-0.030500054,0.070603475,FAM120A,protein_coding,family with sequence similarity 120 member A [Source:HGNC Symbol;Acc:HGNC:13247],9
ENSG00000115946,ENSG00000115946.7,0.37332392,0.061699905,7930,0.861862840995544,9678,-0.0667004,0.0037868023,0.0704882,PNO1,protein_coding,partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790],2
ENSG00000007520,ENSG00000007520.3,0.6654877,0.07358462,8953,0.9730464079991306,21291,-0.044560432,0.02591288,0.07047431,TSR3,protein_coding,TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175],16
ENSG00000039650,ENSG00000039650.11,0.26793385,0.11147118,6459,0.7019889142484512,1246,-0.028822139,0.0416331,0.07045624,PNKP,protein_coding,polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154],19
